,Movie release year,year_ceremony,ceremony,category,Actor Name,Movie name,winner
340,1949,1950,22,ACTRESS,Susan Hayward,My Foolish Heart,False
341,1949,1950,22,ACTRESS,Deborah Kerr,"Edward, My Son",False
342,1949,1950,22,ACTRESS,Loretta Young,Come to the Stable,False
343,1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,Pinky,False
344,1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Come to the Stable,False
345,1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Come to the Stable,False
346,1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,True
347,1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Ethel Waters,Pinky,False
348,1950,1951,23,ACTOR,Louis Calhern,The Magnificent Yankee,False
349,1950,1951,23,ACTOR,José Ferrer,Cyrano de Bergerac,True
350,1950,1951,23,ACTOR,William Holden,Sunset Blvd.,False
351,1950,1951,23,ACTOR,James Stewart,Harvey,False
352,1950,1951,23,ACTOR,Spencer Tracy,Father of the Bride,False
353,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,False
354,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,False
355,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,False
356,1950,1951,23,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,True
357,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,False
358,1950,1951,23,ACTRESS,Anne Baxter,All about Eve,False
359,1950,1951,23,ACTRESS,Bette Davis,All about Eve,False
360,1950,1951,23,ACTRESS,Judy Holliday,Born Yesterday,True
361,1950,1951,23,ACTRESS,Eleanor Parker,Caged,False
362,1950,1951,23,ACTRESS,Gloria Swanson,Sunset Blvd.,False
363,1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Hope Emerson,Caged,False
364,1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,All about Eve,False
365,1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Josephine Hull,Harvey,True
366,1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Nancy Olson,Sunset Blvd.,False
367,1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,All about Eve,False
368,1951,1952,24,ACTOR,Humphrey Bogart,The African Queen,True
369,1951,1952,24,ACTOR,Marlon Brando,A Streetcar Named Desire,False
370,1951,1952,24,ACTOR,Montgomery Clift,A Place in the Sun,False
371,1951,1952,24,ACTOR,Arthur Kennedy,Bright Victory,False
372,1951,1952,24,ACTOR,Fredric March,Death of a Salesman,False
373,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Leo Genn,Quo Vadis,False
374,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Kevin McCarthy,Death of a Salesman,False
375,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,True
376,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,False
377,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,False
378,1951,1952,24,ACTRESS,Katharine Hepburn,The African Queen,False
379,1951,1952,24,ACTRESS,Vivien Leigh,A Streetcar Named Desire,True
380,1951,1952,24,ACTRESS,Eleanor Parker,Detective Story,False
381,1951,1952,24,ACTRESS,Shelley Winters,A Place in the Sun,False
382,1951,1952,24,ACTRESS,Jane Wyman,The Blue Veil,False
383,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Joan Blondell,The Blue Veil,False
384,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Death of a Salesman,False
385,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Detective Story,False
386,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Kim Hunter,A Streetcar Named Desire,True
387,1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,The Mating Season,False
388,1952,1953,25,ACTOR,Marlon Brando,Viva Zapata!,False
389,1952,1953,25,ACTOR,Gary Cooper,High Noon,True
390,1952,1953,25,ACTOR,Kirk Douglas,The Bad and the Beautiful,False
391,1952,1953,25,ACTOR,José Ferrer,Moulin Rouge,False
392,1952,1953,25,ACTOR,Alec Guinness,The Lavender Hill Mob,False
393,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,False
394,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,False
395,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,False
396,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,False
397,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,True
398,1952,1953,25,ACTRESS,Shirley Booth,"Come Back, Little Sheba",True
399,1952,1953,25,ACTRESS,Joan Crawford,Sudden Fear,False
400,1952,1953,25,ACTRESS,Bette Davis,The Star,False
401,1952,1953,25,ACTRESS,Julie Harris,The Member of the Wedding,False
402,1952,1953,25,ACTRESS,Susan Hayward,With a Song in My Heart,False
403,1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,The Bad and the Beautiful,True
404,1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,False
405,1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Colette Marchand,Moulin Rouge,False
406,1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Terry Moore,"Come Back, Little Sheba",False
407,1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,With a Song in My Heart,False
408,1953,1954,26,ACTOR,Marlon Brando,Julius Caesar,False
409,1953,1954,26,ACTOR,Richard Burton,The Robe,False
410,1953,1954,26,ACTOR,Montgomery Clift,From Here to Eternity,False
411,1953,1954,26,ACTOR,William Holden,Stalag 17,True
412,1953,1954,26,ACTOR,Burt Lancaster,From Here to Eternity,False
413,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,False
414,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,False
415,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,False
416,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,True
417,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,False
418,1953,1954,26,ACTRESS,Leslie Caron,Lili,False
419,1953,1954,26,ACTRESS,Ava Gardner,Mogambo,False
420,1953,1954,26,ACTRESS,Audrey Hepburn,Roman Holiday,True
421,1953,1954,26,ACTRESS,Deborah Kerr,From Here to Eternity,False
422,1953,1954,26,ACTRESS,Maggie McNamara,The Moon Is Blue,False
423,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Grace Kelly,Mogambo,False
424,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Hondo,False
425,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Marjorie Rambeau,Torch Song,False
426,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,True
427,1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pickup on South Street,False
428,1954,1955,27,ACTOR,Humphrey Bogart,The Caine Mutiny,False
429,1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,True
430,1954,1955,27,ACTOR,Bing Crosby,The Country Girl,False
431,1954,1955,27,ACTOR,James Mason,A Star Is Born,False
432,1954,1955,27,ACTOR,Dan O'Herlihy,Adventures of Robinson Crusoe,False
433,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False
434,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False
435,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,True
436,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False
437,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,False
438,1954,1955,27,ACTRESS,Dorothy Dandridge,Carmen Jones,False
439,1954,1955,27,ACTRESS,Judy Garland,A Star Is Born,False
440,1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,False
441,1954,1955,27,ACTRESS,Grace Kelly,The Country Girl,True
442,1954,1955,27,ACTRESS,Jane Wyman,Magnificent Obsession,False
443,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Nina Foch,Executive Suite,False
444,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Katy Jurado,Broken Lance,False
445,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,True
446,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Jan Sterling,The High and the Mighty,False
447,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,The High and the Mighty,False
448,1955,1956,28,ACTOR,Ernest Borgnine,Marty,True
449,1955,1956,28,ACTOR,James Cagney,Love Me or Leave Me,False
450,1955,1956,28,ACTOR,James Dean,East of Eden,False
451,1955,1956,28,ACTOR,Frank Sinatra,The Man with the Golden Arm,False
452,1955,1956,28,ACTOR,Spencer Tracy,Bad Day at Black Rock,False
453,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,False
454,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,True
455,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,False
456,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,False
457,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,False
458,1955,1956,28,ACTRESS,Susan Hayward,I'll Cry Tomorrow,False
459,1955,1956,28,ACTRESS,Katharine Hepburn,Summertime,False
460,1955,1956,28,ACTRESS,Jennifer Jones,Love Is a Many-Splendored Thing,False
461,1955,1956,28,ACTRESS,Anna Magnani,The Rose Tattoo,True
462,1955,1956,28,ACTRESS,Eleanor Parker,Interrupted Melody,False
463,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Betsy Blair,Marty,False
464,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Peggy Lee,Pete Kelly's Blues,False
465,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Marisa Pavan,The Rose Tattoo,False
466,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,True
467,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Natalie Wood,Rebel without a Cause,False
468,1956,1957,29,ACTOR,Yul Brynner,The King and I,True
469,1956,1957,29,ACTOR,James Dean,Giant,False
470,1956,1957,29,ACTOR,Kirk Douglas,Lust for Life,False
471,1956,1957,29,ACTOR,Rock Hudson,Giant,False
472,1956,1957,29,ACTOR,Sir Laurence Olivier,Richard III,False
473,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,False
474,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,False
475,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,True
476,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,False
477,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,False
478,1956,1957,29,ACTRESS,Carroll Baker,Baby Doll,False
479,1956,1957,29,ACTRESS,Ingrid Bergman,Anastasia,True
480,1956,1957,29,ACTRESS,Katharine Hepburn,The Rainmaker,False
481,1956,1957,29,ACTRESS,Nancy Kelly,The Bad Seed,False
482,1956,1957,29,ACTRESS,Deborah Kerr,The King and I,False
483,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Baby Doll,False
484,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,The Bad Seed,False
485,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,Giant,False
486,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Patty McCormack,The Bad Seed,False
487,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Dorothy Malone,Written on the Wind,True
488,1957,1958,30,ACTOR,Marlon Brando,Sayonara,False
489,1957,1958,30,ACTOR,Anthony Franciosa,A Hatful of Rain,False
490,1957,1958,30,ACTOR,Alec Guinness,The Bridge on the River Kwai,True
491,1957,1958,30,ACTOR,Charles Laughton,Witness for the Prosecution,False
492,1957,1958,30,ACTOR,Anthony Quinn,Wild Is the Wind,False
493,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,True
494,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Vittorio De Sica,A Farewell to Arms,False
495,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,False
496,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,False
497,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Russ Tamblyn,Peyton Place,False
498,1957,1958,30,ACTRESS,Deborah Kerr,"Heaven Knows, Mr. Allison",False
499,1957,1958,30,ACTRESS,Anna Magnani,Wild Is the Wind,False
500,1957,1958,30,ACTRESS,Elizabeth Taylor,Raintree County,False
501,1957,1958,30,ACTRESS,Lana Turner,Peyton Place,False
502,1957,1958,30,ACTRESS,Joanne Woodward,The Three Faces of Eve,True
503,1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Carolyn Jones,The Bachelor Party,False
504,1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Witness for the Prosecution,False
505,1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Hope Lange,Peyton Place,False
506,1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Miyoshi Umeki,Sayonara,True
507,1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Diane Varsi,Peyton Place,False
508,1958,1959,31,ACTOR,Tony Curtis,The Defiant Ones,False
509,1958,1959,31,ACTOR,Paul Newman,Cat on a Hot Tin Roof,False
510,1958,1959,31,ACTOR,David Niven,Separate Tables,True
511,1958,1959,31,ACTOR,Sidney Poitier,The Defiant Ones,False
512,1958,1959,31,ACTOR,Spencer Tracy,The Old Man and the Sea,False
513,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Theodore Bikel,The Defiant Ones,False
514,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,The Brothers Karamazov,False
515,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,True
516,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Some Came Running,False
517,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Gig Young,Teacher's Pet,False
518,1958,1959,31,ACTRESS,Susan Hayward,I Want to Live!,True
519,1958,1959,31,ACTRESS,Deborah Kerr,Separate Tables,False
520,1958,1959,31,ACTRESS,Shirley MacLaine,Some Came Running,False
521,1958,1959,31,ACTRESS,Rosalind Russell,Auntie Mame,False
522,1958,1959,31,ACTRESS,Elizabeth Taylor,Cat on a Hot Tin Roof,False
523,1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Peggy Cass,Auntie Mame,False
524,1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,Separate Tables,True
525,1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Martha Hyer,Some Came Running,False
526,1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Lonelyhearts,False
527,1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Cara Williams,The Defiant Ones,False
528,1959,1960,32,ACTOR,Laurence Harvey,Room at the Top,False
529,1959,1960,32,ACTOR,Charlton Heston,Ben-Hur,True
530,1959,1960,32,ACTOR,Jack Lemmon,Some Like It Hot,False
531,1959,1960,32,ACTOR,Paul Muni,The Last Angry Man,False
532,1959,1960,32,ACTOR,James Stewart,Anatomy of a Murder,False
533,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,True
534,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,False
535,1959,1960,32,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,False
536,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,False
537,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Ed Wynn,The Diary of Anne Frank,False
538,1959,1960,32,ACTRESS,Doris Day,Pillow Talk,False
539,1959,1960,32,ACTRESS,Audrey Hepburn,The Nun's Story,False
540,1959,1960,32,ACTRESS,Katharine Hepburn,"Suddenly, Last Summer",False
541,1959,1960,32,ACTRESS,Simone Signoret,Room at the Top,True
542,1959,1960,32,ACTRESS,Elizabeth Taylor,"Suddenly, Last Summer",False
543,1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Hermione Baddeley,Room at the Top,False
544,1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Susan Kohner,Imitation of Life,False
545,1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Juanita Moore,Imitation of Life,False
546,1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pillow Talk,False
547,1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Diary of Anne Frank,True
548,1960,1961,33,ACTOR,Trevor Howard,Sons and Lovers,False
549,1960,1961,33,ACTOR,Burt Lancaster,Elmer Gantry,True
550,1960,1961,33,ACTOR,Jack Lemmon,The Apartment,False
551,1960,1961,33,ACTOR,Laurence Olivier,The Entertainer,False
552,1960,1961,33,ACTOR,Spencer Tracy,Inherit the Wind,False
553,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Falk,"Murder, Inc.",False
554,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,False
555,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,False
556,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,True
557,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Chill Wills,The Alamo,False
558,1960,1961,33,ACTRESS,Greer Garson,Sunrise at Campobello,False
559,1960,1961,33,ACTRESS,Deborah Kerr,The Sundowners,False
560,1960,1961,33,ACTRESS,Shirley MacLaine,The Apartment,False
561,1960,1961,33,ACTRESS,Melina Mercouri,Never on Sunday,False
562,1960,1961,33,ACTRESS,Elizabeth Taylor,Butterfield 8,True
563,1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Glynis Johns,The Sundowners,False
564,1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Shirley Jones,Elmer Gantry,True
565,1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,The Dark at the Top of the Stairs,False
566,1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,False
567,1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Mary Ure,Sons and Lovers,False
568,1961,1962,34,ACTOR,Charles Boyer,Fanny,False
569,1961,1962,34,ACTOR,Paul Newman,The Hustler,False
570,1961,1962,34,ACTOR,Maximilian Schell,Judgment at Nuremberg,True
571,1961,1962,34,ACTOR,Spencer Tracy,Judgment at Nuremberg,False
572,1961,1962,34,ACTOR,Stuart Whitman,The Mark,False
573,1961,1962,34,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,True
574,1961,1962,34,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,False
575,1961,1962,34,ACTOR IN A SUPPORTING ROLE,Peter Falk,Pocketful of Miracles,False
576,1961,1962,34,ACTOR IN A SUPPORTING ROLE,Jackie Gleason,The Hustler,False
577,1961,1962,34,ACTOR IN A SUPPORTING ROLE,George C. Scott,The Hustler,False
578,1961,1962,34,ACTRESS,Audrey Hepburn,Breakfast at Tiffany's,False
579,1961,1962,34,ACTRESS,Piper Laurie,The Hustler,False
580,1961,1962,34,ACTRESS,Sophia Loren,Two Women,True
581,1961,1962,34,ACTRESS,Geraldine Page,Summer and Smoke,False
582,1961,1962,34,ACTRESS,Natalie Wood,Splendor in the Grass,False
583,1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Fay Bainter,The Children's Hour,False
584,1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Judy Garland,Judgment at Nuremberg,False
585,1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Lotte Lenya,The Roman Spring of Mrs. Stone,False
586,1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Una Merkel,Summer and Smoke,False
587,1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Rita Moreno,West Side Story,True
588,1962,1963,35,ACTOR,Burt Lancaster,Birdman of Alcatraz,False
589,1962,1963,35,ACTOR,Jack Lemmon,Days of Wine and Roses,False
590,1962,1963,35,ACTOR,Marcello Mastroianni,Divorce--Italian Style,False
591,1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,False
592,1962,1963,35,ACTOR,Gregory Peck,To Kill a Mockingbird,True
593,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,True
594,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Victor Buono,What Ever Happened to Baby Jane?,False
595,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Telly Savalas,Birdman of Alcatraz,False
596,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,False
597,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Terence Stamp,Billy Budd,False
598,1962,1963,35,ACTRESS,Anne Bancroft,The Miracle Worker,True
599,1962,1963,35,ACTRESS,Bette Davis,What Ever Happened to Baby Jane?,False
600,1962,1963,35,ACTRESS,Katharine Hepburn,Long Day's Journey into Night,False
601,1962,1963,35,ACTRESS,Geraldine Page,Sweet Bird of Youth,False
602,1962,1963,35,ACTRESS,Lee Remick,Days of Wine and Roses,False
603,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Mary Badham,To Kill a Mockingbird,False
604,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Patty Duke,The Miracle Worker,True
605,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,Sweet Bird of Youth,False
606,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Manchurian Candidate,False
607,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Birdman of Alcatraz,False
608,1963,1964,36,ACTOR,Albert Finney,Tom Jones,False
609,1963,1964,36,ACTOR,Richard Harris,This Sporting Life,False
610,1963,1964,36,ACTOR,Rex Harrison,Cleopatra,False
611,1963,1964,36,ACTOR,Paul Newman,Hud,False
612,1963,1964,36,ACTOR,Sidney Poitier,Lilies of the Field,True
613,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Nick Adams,Twilight of Honor,False
614,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Bobby Darin,"Captain Newman, M.D.",False
615,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,True
616,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,False
617,1963,1964,36,ACTOR IN A SUPPORTING ROLE,John Huston,The Cardinal,False
618,1963,1964,36,ACTRESS,Leslie Caron,The L-Shaped Room,False
619,1963,1964,36,ACTRESS,Shirley MacLaine,Irma La Douce,False
620,1963,1964,36,ACTRESS,Patricia Neal,Hud,True
621,1963,1964,36,ACTRESS,Rachel Roberts,This Sporting Life,False
622,1963,1964,36,ACTRESS,Natalie Wood,Love with the Proper Stranger,False
623,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,False
624,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,False
625,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,False
626,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Margaret Rutherford,The V.I.P.s,True
627,1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Lilia Skala,Lilies of the Field,False
628,1964,1965,37,ACTOR,Richard Burton,Becket,False
629,1964,1965,37,ACTOR,Rex Harrison,My Fair Lady,True
630,1964,1965,37,ACTOR,Peter O'Toole,Becket,False
631,1964,1965,37,ACTOR,Anthony Quinn,Zorba the Greek,False
632,1964,1965,37,ACTOR,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
633,1964,1965,37,ACTOR IN A SUPPORTING ROLE,John Gielgud,Becket,False
634,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,False
635,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,Seven Days in May,False
636,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,False
637,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Topkapi,True
638,1964,1965,37,ACTRESS,Julie Andrews,Mary Poppins,True
639,1964,1965,37,ACTRESS,Anne Bancroft,The Pumpkin Eater,False
640,1964,1965,37,ACTRESS,Sophia Loren,Marriage Italian Style,False
641,1964,1965,37,ACTRESS,Debbie Reynolds,The Unsinkable Molly Brown,False
642,1964,1965,37,ACTRESS,Kim Stanley,Seance on a Wet Afternoon,False
643,1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,My Fair Lady,False
644,1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,The Chalk Garden,False
645,1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Grayson Hall,The Night of the Iguana,False
646,1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Lila Kedrova,Zorba the Greek,True
647,1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,"Hush...Hush, Sweet Charlotte",False
648,1965,1966,38,ACTOR,Richard Burton,The Spy Who Came In from the Cold,False
649,1965,1966,38,ACTOR,Lee Marvin,Cat Ballou,True
650,1965,1966,38,ACTOR,Laurence Olivier,Othello,False
651,1965,1966,38,ACTOR,Rod Steiger,The Pawnbroker,False
652,1965,1966,38,ACTOR,Oskar Werner,Ship of Fools,False
653,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Martin Balsam,A Thousand Clowns,True
654,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Ian Bannen,The Flight of the Phoenix,False
655,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Tom Courtenay,Doctor Zhivago,False
656,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Michael Dunn,Ship of Fools,False
657,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Frank Finlay,Othello,False
658,1965,1966,38,ACTRESS,Julie Andrews,The Sound of Music,False
659,1965,1966,38,ACTRESS,Julie Christie,Darling,True
660,1965,1966,38,ACTRESS,Samantha Eggar,The Collector,False
661,1965,1966,38,ACTRESS,Elizabeth Hartman,A Patch of Blue,False
662,1965,1966,38,ACTRESS,Simone Signoret,Ship of Fools,False
663,1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Inside Daisy Clover,False
664,1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Othello,False
665,1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Othello,False
666,1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,A Patch of Blue,True
